발송일자,발송관할청,발송집중국,도착집중국,운송선로편코드,운송선로명,운송거리(km),차량톤급(톤),등기소포물량(건),등기통상물량(건),국내특급물량(건)
2019-10-01,경인청,부평물류센터,부산우편집중국,0472001-100,부평물부산집왕1-1,400,180,1796,0,0
2019-10-01,경인청,부평물류센터,부산우편집중국,0472037-030,부평물울산집부산집왕1-1,460,250,586,0,0
2019-10-01,경인청,부평물류센터,부산우편집중국,0472050-019,부평물대구집부산집왕1-1,401,180,897,0,0
2019-10-01,경인청,부평물류센터,부산우편집중국,0472050-020,부평물대구집부산집왕2-1,401,180,928,0,0
2019-10-01,경인청,부평물류센터,창원우편집중국,0472021-040,부평물창원집왕2-1,376,180,1791,0,0
2019-10-01,경인청,부평물류센터,창원우편집중국,0472039-020,부평물대구집창원집왕1-1,406,180,883,0,0
2019-10-01,경인청,부평물류센터,진주우편집중국,0472043-040,부평물진주집왕2-1,357,110,1026,0,0
2019-10-01,경인청,부평물류센터,울산우편집중국,0472020-050,부평물울산집왕2-1,388,180,2371,0,0
2019-10-01,경인청,부평물류센터,울산우편집중국,0472037-030,부평물울산집부산집왕1-1,460,250,576,0,0
2019-10-01,경인청,부평물류센터,대전우편집중국,0472025-019,부평물대전집왕복1-1,256,180,1211,0,0
2019-10-01,경인청,부평물류센터,대전우편집중국,0472026-020,부평물대전집왕1-1,195,110,1743,0,0
2019-10-01,경인청,부평물류센터,대전우편집중국,0472038-020,부평물대전집순천집왕1-1,370,180,205,0,0
2019-10-01,경인청,부평물류센터,청주우편집중국,0472024-020,부평물청주집왕1-1,150,180,1625,0,0
2019-10-01,경인청,부평물류센터,천안우편집중국,0472023-020,부평물천안집왕복1-1,221,110,1091,0,0
2019-10-01,경인청,부평물류센터,천안우편집중국,0472041-019,부평물류천안집왕1-1,111,180,1555,0,0
2019-10-01,경인청,부평물류센터,천안우편집중국,0472051-020,부평물천안집영암집왕2-1,382,180,369,0,0
2019-10-01,경인청,부평물류센터,대전교환센터,0471003-019,부평물센터왕복1-1,389,180,1049,0,0
2019-10-01,경인청,부평물류센터,대전교환센터,0471003-020,부평물센터왕복1-2,389,180,1425,0,0
2019-10-01,경인청,부평물류센터,대전교환센터,0471003-030,부평물센터왕복1-3,389,180,1234,0,0
2019-10-01,경인청,부평물류센터,대전교환센터,0471003-040,부평물센터왕복1-4,389,180,1859,0,0
2019-10-01,경인청,부평물류센터,대전교환센터,0471004-050,부평물센터왕1-1,194,180,2322,0,0
2019-10-01,경인청,부평물류센터,광주우편집중국,0472018-020,부평물광주집왕1-1,312,250,1727,0,0
2019-10-01,경인청,부평물류센터,광주우편집중국,0472046-010,부평물전주집광주집왕1-1,320,250,501,0,0
2019-10-01,경인청,부평물류센터,영암우편집중국,0472051-020,부평물천안집영암집왕2-1,382,180,742,0,0
2019-10-01,경인청,부평물류센터,순천집중과,0472038-020,부평물대전집순천집왕1-1,370,180,993,0,0
2019-10-01,경인청,부평물류센터,대구우편집중국,0472002-040,부평물대구집왕1-1,301,110,1265,0,0
2019-10-01,경인청,부평물류센터,대구우편집중국,0472002-070,부평물대구집왕2-1,301,110,1654,0,0
2019-10-01,경인청,부평물류센터,대구우편집중국,0472039-020,부평물대구집창원집왕1-1,406,180,643,0,0
2019-10-01,경인청,부평물류센터,대구우편집중국,0472050-019,부평물대구집부산집왕1-1,401,180,709,0,0
2019-10-01,경인청,부평물류센터,대구우편집중국,0472050-020,부평물대구집부산집왕2-1,401,180,1530,0,0
2019-10-01,경인청,부평물류센터,포항우편집중국,0472031-040,부평물포항집왕2-1,352,110,1228,0,0
2019-10-01,경인청,부평물류센터,전주우편집중국,0472019-020,부평물전주집왕1-1,208,110,1651,0,0
2019-10-01,경인청,부평물류센터,전주우편집중국,0472046-010,부평물전주집광주집왕1-1,320,250,908,0,0
2019-10-01,경인청,부평물류센터,원주우편집중국,0472022-019,부평물원주집왕복1-1,256,180,841,0,0
2019-10-01,경인청,부평물류센터,원주우편집중국,0472057-019,부평물원주집왕1-1,128,110,1115,0,0
2019-10-01,경인청,부평물류센터,강릉우편집중국,0472047-020,부평물강릉집왕1-1,236,110,920,0,0
2019-10-01,부산청,부산우편집중국,동서울우편집중국,0602029-019,부산집동집왕3-1,371,180,2183,0,0
2019-10-01,부산청,부산우편집중국,동서울우편집중국,0602029-110,부산집동집왕2-1,371,180,1520,0,0
2019-10-01,부산청,부산우편집중국,동서울우편집중국,0602029-130,부산집동집왕2-2,371,80,922,1204,3096
2019-10-01,부산청,부산우편집중국,동서울물류센터,0602025-030,부산집동서울물왕2-1,371,80,2053,0,0
2019-10-01,부산청,부산우편집중국,동서울물류센터,0602042-020,부산집동서울물서서울물왕2-1,396,110,794,0,0
2019-10-01,부산청,부산우편집중국,서서울물류센터,0602031-030,부산집서서울물왕2-1,393,80,1516,0,0
2019-10-01,부산청,부산우편집중국,서서울물류센터,0602042-020,부산집동서울물서서울물왕2-1,396,110,307,0,0
2019-10-01,부산청,부산우편집중국,수원우편집중국,0602018-020,부산집수원집왕2-1,356,180,1711,0,0
2019-10-01,부산청,부산우편집중국,수원우편집중국,0602030-040,부산집수원집성남집왕2-1,368,110,1619,0,0
2019-10-01,부산청,부산우편집중국,의정부우편집중국,0602019-060,부산집의정부집왕2-1,391,110,1108,0,0
2019-10-01,부산청,부산우편집중국,의정부우편집중국,0602019-070,부산집의정부집왕2-2,391,80,2063,0,0
2019-10-01,부산청,부산우편집중국,성남우편집중국,0602017-019,부산집성남집왕3-1,361,110,1086,0,0
2019-10-01,부산청,부산우편집중국,성남우편집중국,0602017-030,부산집성남집왕2-1,361,80,1601,0,0
2019-10-01,부산청,부산우편집중국,성남우편집중국,0602030-040,부산집수원집성남집왕2-1,368,110,962,0,0
2019-10-01,부산청,부산우편집중국,고양우편집중국,0602020-019,부산집고양집왕3-1,414,80,1046,0,0
2019-10-01,부산청,부산우편집중국,고양우편집중국,0602020-050,부산집고양집왕2-1,414,110,2228,0,0
2019-10-01,부산청,부산우편집중국,안양우편물류센터,0602039-019,부산집안양물왕3-1,369,80,1848,0,0
2019-10-01,부산청,부산우편집중국,안양우편물류센터,0602039-060,부산집안양물왕2-1,369,110,2518,0,0
2019-10-01,부산청,부산우편집중국,안양우편물류센터,0602039-070,부산집안양물왕2-1,369,180,1401,0,0
2019-10-01,부산청,부산우편집중국,부평물류센터,0602041-019,부산집부평물왕3-1,417,110,2250,0,0
2019-10-01,부산청,부산우편집중국,부평물류센터,0602041-070,부산집부평물왕2-1,417,180,1507,0,0
2019-10-01,부산청,부산우편집중국,부평물류센터,0602041-080,부산집부평물왕2-2,417,80,1615,0,0
2019-10-01,부산청,부산우편집중국,창원우편집중국,0603002-019,부산집창원집왕3-1,39,50,848,0,0
2019-10-01,부산청,부산우편집중국,창원우편집중국,0603009-020,부산집창원집왕복1-1,77,110,1345,0,0
2019-10-01,부산청,부산우편집중국,창원우편집중국,0613001-040,창원집부산집왕복1-1,77,80,869,1881,1540
2019-10-01,부산청,부산우편집중국,진주우편집중국,0623001-050,진주집부산집왕복1-1,188,110,916,0,0
2019-10-01,부산청,부산우편집중국,진주우편집중국,0623001-060,진주집부산집왕복1-2,188,80,470,0,1061
2019-10-01,부산청,부산우편집중국,울산우편집중국,0603008-030,부산집울산집왕복2-1,142,80,1302,0,0
2019-10-01,부산청,부산우편집중국,울산우편집중국,0603008-040,부산집울산집왕복1-1,142,110,1090,0,0
2019-10-01,부산청,부산우편집중국,울산우편집중국,0633008-010,울산집부산집왕복1-1,142,80,876,2343,1645
2019-10-01,부산청,부산우편집중국,대전우편집중국,0602014-019,부산집대전집왕3-1,263,80,1104,0,0
2019-10-01,부산청,부산우편집중국,청주우편집중국,0602048-019,부산집청주집왕3-1,262,80,1087,0,0
2019-10-01,부산청,부산우편집중국,천안우편집중국,0602024-019,부산집천안집왕3-1,305,80,1135,0,0
2019-10-01,부산청,부산우편집중국,대전교환센터,0601001-390,부산집센터왕복1-1,527,110,1373,0,0
2019-10-01,부산청,부산우편집중국,대전교환센터,0601001-400,부산집센터왕복1-2,527,110,2448,0,0
2019-10-01,부산청,부산우편집중국,대전교환센터,0601001-410,부산집센터왕복1-3,527,110,3555,0,0
2019-10-01,부산청,부산우편집중국,대전교환센터,0601001-420,부산집센터왕복1-4,527,80,1397,0,0
2019-10-01,부산청,부산우편집중국,대전교환센터,0601001-550,부산집센터왕복1-7,527,80,715,0,9034
2019-10-01,부산청,부산우편집중국,대전교환센터,0601001-570,부산집센터왕복1-5,527,110,2866,0,0
2019-10-01,부산청,부산우편집중국,대전교환센터,0601001-580,부산집센터왕복2-1,527,110,0,0,0
2019-10-01,부산청,부산우편집중국,대전교환센터,8011002-071,부산국제부산집센터왕복1-4,547,110,788,0,0
2019-10-01,부산청,부산우편집중국,광주우편집중국,0602043-020,부산집광주집1왕1-1,243,110,2009,0,411
2019-10-01,부산청,부산우편집중국,대구우편집중국,0602001-080,부산집대구집왕복1-1,198,110,1207,0,0
2019-10-01,부산청,부산우편집중국,대구우편집중국,0602001-100,부산집대구집왕복2-1,198,110,1513,0,0
2019-10-01,부산청,부산우편집중국,대구우편집중국,0702068-020,대구집부산집왕복1-1,198,80,1827,0,1508
2019-10-01,부산청,부산우편집중국,안동우편집중국,0712001-050,안동집부산집왕복2-1,394,50,627,0,197
2019-10-01,부산청,부산우편집중국,포항우편집중국,0602035-019,부산집포항집왕복3-1,218,110,1286,0,605
2019-10-01,부산청,부산우편집중국,전주우편집중국,0602036-019,부산집전주집왕3-1,247,80,1178,0,0
2019-10-01,부산청,부산우편집중국,원주우편집중국,0602012-019,부산집원주집왕3-1,315,80,1072,0,0
2019-10-01,부산청,창원우편집중국,동서울우편집중국,0612063-010,창원집동집동물왕2-1,349,110,854,0,1295
2019-10-01,부산청,창원우편집중국,동서울물류센터,0612063-010,창원집동집동물왕2-1,349,110,361,0,0
2019-10-01,부산청,창원우편집중국,서서울물류센터,0612031-030,창원집국제물류왕2-1,425,110,369,0,0
2019-10-01,부산청,창원우편집중국,수원우편집중국,0612122-010,창원집수원집안양물왕2-1,358,110,415,0,0
2019-10-01,부산청,창원우편집중국,성남우편집중국,0612121-010,창원집성남집부평물왕2-1,381,110,438,0,0
2019-10-01,부산청,창원우편집중국,안양우편물류센터,0612122-010,창원집수원집안양물왕2-1,358,110,927,0,0
2019-10-01,부산청,창원우편집중국,부평물류센터,0612121-010,창원집성남집부평물왕2-1,381,110,959,0,0
2019-10-01,부산청,창원우편집중국,부산우편집중국,0432052-020,고양집창원집부산집왕2-1,438,180,0,0,0
2019-10-01,부산청,창원우편집중국,부산우편집중국,0603009-020,부산집창원집왕복1-1,77,110,757,0,2732
2019-10-01,부산청,창원우편집중국,부산우편집중국,0613001-040,창원집부산집왕복1-1,77,80,662,0,0
2019-10-01,부산청,창원우편집중국,부산우편집중국,0614585-010,창원집마산합포당특배분2-1,84,25,0,0,27
2019-10-01,부산청,창원우편집중국,진주우편집중국,0623016-020,진주집창원집왕복1-1,128,110,413,0,947
2019-10-01,부산청,창원우편집중국,울산우편집중국,0633009-040,울산집창원집왕복1-1,219,110,487,0,600
2019-10-01,부산청,창원우편집중국,대전교환센터,0611001-150,창원집센터왕복1-4,479,110,953,0,0
2019-10-01,부산청,창원우편집중국,대전교환센터,0611001-190,창원집센터왕복1-1,479,110,1056,0,0
2019-10-01,부산청,창원우편집중국,대전교환센터,0611001-200,창원집센터왕복1-2,479,110,1206,0,0
2019-10-01,부산청,창원우편집중국,대전교환센터,0611001-210,창원집센터왕복1-3,479,110,1340,0,0
2019-10-01,부산청,창원우편집중국,대전교환센터,0611001-220,창원집센터왕복1-5,479,110,306,0,3246
2019-10-01,부산청,창원우편집중국,대구우편집중국,0612030-010,창원집대구집왕복1-1,209,80,646,0,544
2019-10-01,부산청,진주우편집중국,동서울우편집중국,0622042-020,진주집동서울물왕2-1,330,180,791,0,0
2019-10-01,부산청,진주우편집중국,동서울물류센터,0622042-020,진주집동서울물왕2-1,330,180,408,0,0
2019-10-01,부산청,진주우편집중국,의정부우편집중국,0622038-019,진주집성남집의정부집왕1-1,357,180,405,0,0
2019-10-01,부산청,진주우편집중국,성남우편집중국,0622038-019,진주집성남집의정부집왕1-1,357,180,555,0,0
2019-10-01,부산청,진주우편집중국,안양우편물류센터,0622060-010,진주집부평물왕2-1,347,180,582,0,0
2019-10-01,부산청,진주우편집중국,부평물류센터,0622060-010,진주집부평물왕2-1,347,180,536,0,0
2019-10-01,부산청,진주우편집중국,부산우편집중국,0623001-050,진주집부산집왕복1-1,188,110,647,0,0
2019-10-01,부산청,진주우편집중국,부산우편집중국,0623001-060,진주집부산집왕복1-2,188,80,608,0,0
2019-10-01,부산청,진주우편집중국,부산우편집중국,0623017-019,진주집부산집왕1-1,94,50,527,0,852
2019-10-01,부산청,진주우편집중국,창원우편집중국,0623016-020,진주집창원집왕복1-1,128,110,738,0,1127
2019-10-01,부산청,진주우편집중국,울산우편집중국,0623014-019,진주집울산집왕복2-1,316,80,574,0,187
2019-10-01,부산청,진주우편집중국,대전교환센터,0621001-170,진주집센터왕복1-1,364,110,700,0,0
2019-10-01,부산청,진주우편집중국,대전교환센터,0621001-180,진주집센터왕복1-2,364,110,679,0,0
2019-10-01,부산청,진주우편집중국,대전교환센터,0621001-190,진주집센터왕복1-5,364,110,828,0,0
2019-10-01,부산청,진주우편집중국,대전교환센터,0621001-200,진주집센터왕복1-6,364,110,881,0,0
2019-10-01,부산청,진주우편집중국,대전교환센터,0621001-221,진주집센터왕복1-4,364,110,603,0,0
2019-10-01,부산청,진주우편집중국,대전교환센터,0621001-230,진주집센터왕복1-7,364,110,428,0,2626
2019-10-01,부산청,진주우편집중국,대전교환센터,0621003-019,진주집센터왕1-1,182,180,875,0,0
2019-10-01,부산청,진주우편집중국,대전교환센터,0621003-029,진주집센터왕1-2,182,80,755,0,0
2019-10-01,부산청,진주우편집중국,대전교환센터,0621003-039,진주집센터왕1-3,182,180,929,0,0
2019-10-01,부산청,진주우편집중국,대구우편집중국,0622059-020,진주집대구집왕복2-1,224,80,562,0,386
2019-10-01,부산청,울산우편집중국,동서울우편집중국,0632002-040,울산집동집왕2-1,352,180,1434,0,0
2019-10-01,부산청,울산우편집중국,서서울물류센터,0632058-019,울산집서서울물고양집왕2-1,396,180,431,0,0
2019-10-01,부산청,울산우편집중국,수원우편집중국,0632007-030,울산집성남집왕2-1,343,250,1020,0,0
2019-10-01,부산청,울산우편집중국,의정부우편집중국,0632006-030,울산집의정부집왕2-1,369,110,1006,0,0
2019-10-01,부산청,울산우편집중국,성남우편집중국,0632007-030,울산집성남집왕2-1,343,250,688,0,0
2019-10-01,부산청,울산우편집중국,고양우편집중국,0632058-019,울산집서서울물고양집왕2-1,396,180,616,0,0
2019-10-01,부산청,울산우편집중국,안양우편물류센터,0632028-060,울산집안양물왕2-1,350,180,1003,0,0
2019-10-01,부산청,울산우편집중국,부평물류센터,0632029-040,울산집부평물왕2-1,378,250,1597,0,0
2019-10-01,부산청,울산우편집중국,부산우편집중국,0603008-030,부산집울산집왕복2-1,142,80,613,0,0
2019-10-01,부산청,울산우편집중국,부산우편집중국,0603008-040,부산집울산집왕복1-1,142,110,887,0,2474
2019-10-01,부산청,울산우편집중국,부산우편집중국,0633008-010,울산집부산집왕복1-1,142,80,693,0,0
2019-10-01,부산청,울산우편집중국,창원우편집중국,0633009-040,울산집창원집왕복1-1,219,110,679,0,441
2019-10-01,부산청,울산우편집중국,대전우편집중국,0632061-019,울산집청주집대전집왕2-1,300,180,477,0,0
2019-10-01,부산청,울산우편집중국,청주우편집중국,0632061-019,울산집청주집대전집왕2-1,300,180,494,0,0
2019-10-01,부산청,울산우편집중국,대전교환센터,0631001-019,울산집센터왕복2-1,526,180,1851,0,0
2019-10-01,부산청,울산우편집중국,대전교환센터,0631001-029,울산집센터왕복2-2,526,110,1675,0,0
2019-10-01,부산청,울산우편집중국,대전교환센터,0631001-190,울산집센터왕복1-1,526,110,493,0,0
2019-10-01,부산청,울산우편집중국,대전교환센터,0631001-200,울산집센터왕복2-3,526,110,384,0,5161
2019-10-01,부산청,울산우편집중국,대전교환센터,0631001-210,울산집센터왕복1-2,526,110,730,0,0
2019-10-01,부산청,울산우편집중국,대전교환센터,0631001-220,울산집센터왕복2-1,526,110,1019,0,0
2019-10-01,부산청,울산우편집중국,대전교환센터,0631001-230,울산집센터왕복2-2,526,110,1471,0,0
2019-10-01,부산청,울산우편집중국,대구우편집중국,0632035-020,울산집대구집왕복1-1,209,80,933,0,586
2019-10-01,부산청,울산우편집중국,대구우편집중국,0702052-040,대구집울산집왕복2-1,204,80,440,0,0
2019-10-01,부산청,울산우편집중국,포항우편집중국,0632033-010,울산집포항집왕복1-1,128,50,418,0,525
2019-10-01,충청청,대전우편집중국,동서울우편집중국,0112054-050,동집대전집왕복1-2,345,110,986,0,0
2019-10-01,충청청,대전우편집중국,동서울우편집중국,0302058-050,대전집동집왕2-1,174,180,1124,0,0
2019-10-01,충청청,대전우편집중국,동서울물류센터,0122052-020,동서울물대전집왕복1-1,347,180,1621,0,0
2019-10-01,충청청,대전우편집중국,서서울물류센터,0302050-030,대전집서서울물왕2-1,183,80,1312,0,0
2019-10-01,충청청,대전우편집중국,수원우편집중국,0302090-019,대전집수원집왕2-1,132,80,881,0,0
2019-10-01,충청청,대전우편집중국,수원우편집중국,0402031-010,수원집대전집왕복2-1,287,110,1777,0,0
2019-10-01,충청청,대전우편집중국,의정부우편집중국,0302001-019,대전집의정부집왕2-1,195,110,2590,0,1129
2019-10-01,충청청,대전우편집중국,의정부우편집중국,0302001-050,대전집의정부집왕2-1,195,180,1587,0,0
2019-10-01,충청청,대전우편집중국,성남우편집중국,0302089-019,대전집성남집왕2-1,137,80,1003,0,0
2019-10-01,충청청,대전우편집중국,성남우편집중국,0441003-020,성남집센터대전집왕복1-1,276,80,1353,0,1087
2019-10-01,충청청,대전우편집중국,고양우편집중국,0302071-019,대전집고양집왕2-1,199,80,926,0,1258
2019-10-01,충청청,대전우편집중국,고양우편집중국,0432050-010,고양집대전집왕복2-1,403,80,1227,0,0
2019-10-01,충청청,대전우편집중국,안양우편물류센터,0302103-020,대전집안양물왕2-1,151,110,1197,0,0
2019-10-01,충청청,대전우편집중국,안양우편물류센터,0462071-019,안양물대전집왕복1-1,320,180,2392,0,0
2019-10-01,충청청,대전우편집중국,부평물류센터,0302104-019,대전집부평물왕2-1,186,80,1343,0,0
2019-10-01,충청청,대전우편집중국,부평물류센터,0302104-020,대전집부평물왕2-1,186,110,1668,0,0
2019-10-01,충청청,대전우편집중국,부평물류센터,0472025-019,부평물대전집왕복1-1,256,180,1217,0,0
2019-10-01,충청청,대전우편집중국,부산우편집중국,0302091-019,대전집부산집왕2-1,263,80,1117,0,999
2019-10-01,충청청,대전우편집중국,부산우편집중국,0302091-030,대전집부산집왕2-1,263,110,1748,0,0
2019-10-01,충청청,대전우편집중국,창원우편집중국,0302107-020,대전집창원집왕2-1,231,80,1200,0,0
2019-10-01,충청청,대전우편집중국,울산우편집중국,0302088-040,대전집울산집왕2-1,263,80,1075,0,0
2019-10-01,충청청,대전우편집중국,청주우편집중국,0301019-010,대전집청주집왕복2-1,117,110,1290,0,0
2019-10-01,충청청,대전우편집중국,청주우편집중국,0303010-019,대전집청주집왕2-1,59,80,816,0,3630
2019-10-01,충청청,대전우편집중국,천안우편집중국,0301018-010,대전집천안집왕복2-1,160,80,752,0,0
2019-10-01,충청청,대전우편집중국,천안우편집중국,0303009-019,대전집천안집왕2-1,80,80,767,0,3325
2019-10-01,충청청,대전우편집중국,대전교환센터,0304102-010,대전집교환센터1-1,0,0,16140,2714,4808
2019-10-01,충청청,대전우편집중국,광주우편집중국,0502162-040,광주집대전집왕복2-1,285,110,1215,0,911
2019-10-01,충청청,대전우편집중국,순천집중과,0472038-020,부평물대전집순천집왕1-1,370,180,126,0,0
2019-10-01,충청청,대전우편집중국,대구우편집중국,0302057-010,대전집대구집왕2-1,165,80,1402,0,0
2019-10-01,충청청,대전우편집중국,대구우편집중국,0702001-030,대구집대전집왕복2-1,330,180,2133,0,1946
2019-10-01,충청청,대전우편집중국,포항우편집중국,0302053-019,대전집포항집왕2-1,237,180,1182,0,393
2019-10-01,충청청,대전우편집중국,전주우편집중국,0512048-010,전주집대전집왕복1-1,90,80,1356,0,0
2019-10-01,충청청,대전우편집중국,원주우편집중국,0302087-030,대전집원주집왕2-1,172,80,839,0,0
2019-10-01,충청청,청주우편집중국,동서울우편집중국,0312057-020,청주집동집왕복2-1,263,80,846,0,0
2019-10-01,충청청,청주우편집중국,동서울우편집중국,0312122-019,청주집동집왕2-1,132,180,1873,0,2625
2019-10-01,충청청,청주우편집중국,동서울물류센터,0122027-020,동서울물천안집청주집왕복1-1,283,80,629,0,0
2019-10-01,충청청,청주우편집중국,동서울물류센터,0312123-019,청주집동서울물왕2-1,143,180,451,0,0
2019-10-01,충청청,청주우편집중국,서서울물류센터,0132018-030,서서울물천안집청주집왕복1-1,304,80,553,0,0
2019-10-01,충청청,청주우편집중국,수원우편집중국,0312123-019,청주집동서울물왕2-1,143,180,733,0,0
2019-10-01,충청청,청주우편집중국,의정부우편집중국,0312107-019,청주집의정부집왕2-1,148,180,1550,0,0
2019-10-01,충청청,청주우편집중국,성남우편집중국,0312108-019,청주집성남집왕2-1,106,180,1498,0,0
2019-10-01,충청청,청주우편집중국,고양우편집중국,0432040-020,고양집청주집왕복2-1,320,80,902,0,0
2019-10-01,충청청,청주우편집중국,안양우편물류센터,0312153-019,청주집안양물부평물왕2-1,150,180,1560,0,0
2019-10-01,충청청,청주우편집중국,안양우편물류센터,0462064-010,안양물청주집왕복1-1,240,80,890,0,0
2019-10-01,충청청,청주우편집중국,부평물류센터,0312134-020,청주집부평물류왕복2-1,299,110,999,0,0
2019-10-01,충청청,청주우편집중국,부평물류센터,0312153-019,청주집안양물부평물왕2-1,150,180,1166,0,0
2019-10-01,충청청,청주우편집중국,부산우편집중국,0312117-020,청주집부산집왕2-1,262,110,1792,0,0
2019-10-01,충청청,청주우편집중국,대전우편집중국,0301019-010,대전집청주집왕복2-1,117,110,703,2,1530
2019-10-01,충청청,청주우편집중국,천안우편집중국,0122027-020,동서울물천안집청주집왕복1-1,283,80,299,0,0
2019-10-01,충청청,청주우편집중국,대전교환센터,0311001-019,청주집센터왕복1-1,117,80,1272,0,0
2019-10-01,충청청,청주우편집중국,대전교환센터,0311001-210,청주집센터왕복1-2,117,110,725,0,0
2019-10-01,충청청,청주우편집중국,대전교환센터,0311001-290,청주집센터왕복1-1,117,180,2301,0,0
2019-10-01,충청청,청주우편집중국,대전교환센터,0311001-300,청주집센터왕복1-3,117,180,1602,0,1503
2019-10-01,충청청,청주우편집중국,대전교환센터,0311001-310,청주집센터왕복1-5,117,180,338,0,6396
2019-10-01,충청청,청주우편집중국,대전교환센터,0311001-320,청주집센터왕복1-6,117,180,1151,0,0
2019-10-01,충청청,청주우편집중국,대전교환센터,0311001-330,청주집센터왕복1-4,117,180,1490,0,0
2019-10-01,충청청,청주우편집중국,광주우편집중국,0312152-019,청주집전주집광주집왕2-1,198,180,721,0,0
2019-10-01,충청청,청주우편집중국,대구우편집중국,0312119-019,청주집대구집왕2-1,166,180,1985,0,0
2019-10-01,충청청,청주우편집중국,전주우편집중국,0312152-019,청주집전주집광주집왕2-1,198,180,765,0,0
2019-10-01,충청청,청주우편집중국,원주우편집중국,0312111-019,청주집원주집왕2-1,104,80,699,0,484
2019-10-01,충청청,천안우편집중국,동서울우편집중국,0112011-040,동집천안집왕복1-1,181,110,1070,557,1237
2019-10-01,충청청,천안우편집중국,동서울물류센터,0122027-020,동서울물천안집청주집왕복1-1,283,80,795,0,0
2019-10-01,충청청,천안우편집중국,서서울물류센터,0132018-030,서서울물천안집청주집왕복1-1,304,80,466,0,0
2019-10-01,충청청,천안우편집중국,수원우편집중국,0322046-040,천안집수원집왕복2-1,138,80,354,0,0
2019-10-01,충청청,천안우편집중국,안양우편집중국,0462042-010,안양물천안집왕복1-1,162,180,0,0,663
2019-10-01,충청청,천안우편집중국,성남우편집중국,0322046-040,천안집수원집왕복2-1,138,80,275,0,0
2019-10-01,충청청,천안우편집중국,안양우편물류센터,0462042-010,안양물천안집왕복1-1,162,180,820,0,0
2019-10-01,충청청,천안우편집중국,부평물류센터,0472023-020,부평물천안집왕복1-1,221,110,1177,0,0
2019-10-01,충청청,천안우편집중국,부산우편집중국,0322077-019,천안집대구집부산집왕2-1,306,110,679,0,0
2019-10-01,충청청,천안우편집중국,대전우편집중국,0301018-010,대전집천안집왕복2-1,160,80,550,666,974
2019-10-01,충청청,천안우편집중국,청주우편집중국,0122027-020,동서울물천안집청주집왕복1-1,283,80,325,0,518
2019-10-01,충청청,천안우편집중국,대전교환센터,0321002-019,천안집센터왕1-1,80,110,1004,0,0
2019-10-01,충청청,천안우편집중국,대전교환센터,0321003-019,천안집센터왕복1-1,160,80,1145,0,0
2019-10-01,충청청,천안우편집중국,대전교환센터,0321003-029,천안집센터왕복1-2,160,80,1400,0,0
2019-10-01,충청청,천안우편집중국,대전교환센터,0321003-039,천안집센터왕복1-3,160,80,909,0,2837
2019-10-01,충청청,천안우편집중국,대전교환센터,0321003-049,천안집센터왕복1-4,160,80,429,0,1977
2019-10-01,충청청,천안우편집중국,대전교환센터,0321003-080,천안집센터왕복1-2,160,110,1041,0,0
2019-10-01,충청청,천안우편집중국,대전교환센터,0321003-090,천안집센터왕복1-3,160,110,1258,0,0
2019-10-01,충청청,천안우편집중국,대전교환센터,0321003-100,천안집센터왕복1-1,160,110,927,0,0
2019-10-01,충청청,천안우편집중국,대구우편집중국,0322077-019,천안집대구집부산집왕2-1,306,110,597,0,0
2019-10-01,충청청,대전교환센터,동서울우편집중국,0001033-019,센터동집왕2-1,173,80,715,0,0
2019-10-01,충청청,대전교환센터,동서울우편집중국,0001033-029,센터동집왕2-2,173,110,911,0,0
2019-10-01,충청청,대전교환센터,동서울우편집중국,0111001-019,동집센터왕복1-1,345,180,1260,2065,5794
2019-10-01,충청청,대전교환센터,동서울우편집중국,0111001-029,동집센터왕복2-1,345,180,1113,0,2529
2019-10-01,충청청,대전교환센터,동서울우편집중국,0111001-140,동집센터왕복2-2,345,110,995,0,0
2019-10-01,충청청,대전교환센터,동서울우편집중국,0111001-160,동집센터왕복1-1,345,50,664,2,876
2019-10-01,충청청,대전교환센터,동서울우편집중국,0111001-170,동집센터왕복2-3,345,180,1025,0,0
2019-10-01,충청청,대전교환센터,동서울우편집중국,0111001-180,동집센터왕복1-1,345,180,934,0,22
2019-10-01,충청청,대전교환센터,동서울물류센터,0121001-019,동서울물센터왕복1-1,347,180,1077,0,0
2019-10-01,충청청,대전교환센터,동서울물류센터,0121001-029,동서울물센터왕복1-2,347,180,1449,0,0
2019-10-01,충청청,대전교환센터,동서울물류센터,0121001-070,동서울물센터왕복1-3,347,110,1116,0,0
2019-10-01,충청청,대전교환센터,동서울물류센터,0121001-090,동서울물센터왕복1-4,347,180,1123,0,0
2019-10-01,충청청,대전교환센터,서서울물류센터,0001114-019,센터서서울물왕2-1,189,80,770,0,0
2019-10-01,충청청,대전교환센터,서서울물류센터,0001114-029,센터서서울물왕2-2,189,80,1107,0,0
2019-10-01,충청청,대전교환센터,서서울물류센터,0001114-039,센터서서울물왕2-3,189,50,514,0,0
2019-10-01,충청청,대전교환센터,서서울물류센터,0131001-080,서서울물센터왕복1-2,378,110,1016,0,0
2019-10-01,충청청,대전교환센터,서서울물류센터,0131001-090,서서울물센터왕복1-3,378,110,980,0,0
2019-10-01,충청청,대전교환센터,서서울물류센터,0131001-130,서서울물센터왕복1-1,378,80,762,0,0
