연월,항만,구분,입항_선박수,입항_총톤수,출항_선박수,출항_총톤수
202306,울산,국적선,212,2464134,214,2433342
202306,울산,외국선,625,12456894,659,13951784
202306,울산,연안선,1139,1649299,1144,1654728
202306,인천,국적선,98,1199933,103,1262255
202306,인천,외국선,508,11864235,518,12089636
202306,인천,연안선,613,1655505,612,1622181
202306,장승포,국적선,0,0,0,0
202306,장승포,외국선,0,0,0,0
202306,장승포,연안선,2,2517,2,2517
202306,장항,국적선,0,0,0,0
202306,장항,외국선,5,17238,4,13532
202306,장항,연안선,26,41130,26,41130
202306,제주,국적선,0,0,0,0
202306,제주,외국선,3,25646,3,25646
202306,제주,연안선,513,4533961,513,4535493
202306,진해,국적선,6,13912,6,13912
202306,진해,외국선,16,66036,18,111791
202306,진해,연안선,114,136117,108,128866
202306,태안,국적선,1,43956,1,43956
202306,태안,외국선,11,456149,11,455262
202306,태안,연안선,13,6066,12,5698
202306,통영,국적선,19,3479,22,8218
202306,통영,외국선,42,22749,40,18919
202306,통영,연안선,33,7351,32,7305
202306,평택.당진,국적선,89,2136850,89,2237315
202306,평택.당진,외국선,371,9748725,374,9649219
202306,평택.당진,연안선,289,643644,293,649711
202306,포항,국적선,46,399676,44,383268
202306,포항,외국선,188,3718929,184,3476374
202306,포항,연안선,269,646003,264,643926
202306,하동,국적선,0,0,0,0
202306,하동,외국선,5,416682,4,320155
202306,하동,연안선,7,7523,7,7523
202306,호산,국적선,1,38853,0,0
202306,호산,외국선,4,343760,7,483145
202306,호산,연안선,25,25523,24,26341
202307,경인,국적선,0,0,0,0
202307,경인,외국선,6,27710,5,22460
202307,경인,연안선,14,20727,15,23243
202307,고현,국적선,22,153034,22,155900
202307,고현,외국선,0,0,4,409105
202307,고현,연안선,208,317130,208,309970
202307,광양,국적선,263,3604307,259,3460353
202307,광양,외국선,691,21019513,701,21336932
202307,광양,연안선,1094,2837050,1100,2905941
202307,군산,국적선,50,1004734,49,1003163
202307,군산,외국선,124,3296355,125,3171064
202307,군산,연안선,154,282623,156,266449
202307,기타,국적선,0,0,0,0
202307,기타,외국선,0,0,0,0
202307,기타,연안선,22,215536,11,216597
202307,대산,국적선,70,493513,66,541086
202307,대산,외국선,160,4660764,165,4734643
202307,대산,연안선,330,786088,342,822307
202307,동해.묵호,국적선,7,86458,7,123776
202307,동해.묵호,외국선,67,821350,75,1045766
202307,동해.묵호,연안선,204,1099780,212,1135360
202307,마산,국적선,39,386272,40,393444
202307,마산,외국선,128,3704538,126,3659102
202307,마산,연안선,341,757763,342,748733
202307,목포,국적선,11,445660,12,506219
202307,목포,외국선,45,1492683,50,1673197
202307,목포,연안선,606,1354275,611,1312620
202307,보령,국적선,0,0,0,0
202307,보령,외국선,18,1457802,18,1526969
202307,보령,연안선,25,147324,26,146632
202307,부산,국적선,537,5656789,541,5468212
202307,부산,외국선,1539,51534520,1553,51275533
202307,부산,연안선,1778,1630475,1755,1592661
202307,삼척,국적선,0,0,0,0
202307,삼척,외국선,0,0,0,0
202307,삼척,연안선,127,442213,127,437579
202307,삼천포,국적선,4,170000,3,126044
202307,삼천포,외국선,9,406905,12,588635
202307,삼천포,연안선,51,52356,51,46453
202307,서귀포,국적선,0,0,0,0
202307,서귀포,외국선,6,805175,6,805175
202307,서귀포,연안선,85,52018,83,49029
202307,속초,국적선,0,0,0,0
202307,속초,외국선,3,2298,2,1514
202307,속초,연안선,18,14814,16,13955
202307,여수,국적선,11,223381,13,359544
202307,여수,외국선,334,12124120,332,11938202
202307,여수,연안선,553,292829,562,301129
202307,옥계,국적선,1,29960,1,29960
202307,옥계,외국선,6,15787,8,49932
202307,옥계,연안선,100,297694,101,302387
202307,옥포,국적선,4,128210,3,86224
202307,옥포,외국선,5,22231,8,480566
202307,옥포,연안선,206,269128,208,271121
202307,완도,국적선,0,0,0,0
202307,완도,외국선,0,0,0,0
202307,완도,연안선,141,865623,146,871258
202307,울산,국적선,216,2400039,214,2454669
202307,울산,외국선,600,14778424,597,14082176
202307,울산,연안선,1154,1654131,1156,1690626
202307,인천,국적선,92,1567017,99,1661128
202307,인천,외국선,528,11914081,529,11999582
202307,인천,연안선,609,1487483,595,1448936
202307,장항,국적선,0,0,0,0
202307,장항,외국선,5,12947,5,13670
202307,장항,연안선,16,39010,14,34943
202307,제주,국적선,0,0,0,0
202307,제주,외국선,3,72377,3,72377
202307,제주,연안선,504,3923592,505,3922685
202307,진해,국적선,4,6601,4,6601
202307,진해,외국선,22,98450,21,96453
202307,진해,연안선,120,143925,116,143195
202307,태안,국적선,0,0,0,0
202307,태안,외국선,13,843961,13,790179
202307,태안,연안선,18,10351,19,10719
202307,통영,국적선,28,11054,22,7681
202307,통영,외국선,48,26211,50,30041
202307,통영,연안선,27,4508,29,4550
202307,평택.당진,국적선,75,1867811,78,2025835
202307,평택.당진,외국선,359,9707532,360,9819891
202307,평택.당진,연안선,300,751648,301,730529
202307,포항,국적선,54,534612,54,552846
202307,포항,외국선,188,4324931,190,4409418
202307,포항,연안선,256,592137,254,582624
202307,하동,국적선,1,94879,1,94879
202307,하동,외국선,5,403433,5,359736
202307,하동,연안선,6,2334,6,2334
202307,호산,국적선,1,93765,2,132618
202307,호산,외국선,4,257065,4,302417
202307,호산,연안선,16,20351,16,20351
202308,경인,국적선,0,0,0,0
202308,경인,외국선,6,25580,6,25580
202308,경인,연안선,19,21299,18,21628
202308,고현,국적선,19,148102,18,139004
202308,고현,외국선,3,15707,5,281241
202308,고현,연안선,197,266937,194,261044
202308,광양,국적선,225,3019915,232,3163742
202308,광양,외국선,716,21368326,715,21436919
202308,광양,연안선,1046,2830118,1042,2811365
202308,군산,국적선,35,637822,36,636379
202308,군산,외국선,114,3072058,109,3019596
202308,군산,연안선,185,267377,185,276607
202308,기타,국적선,0,0,0,0
202308,기타,외국선,0,0,0,0
202308,기타,연안선,49,587668,16,336044
202308,대산,국적선,54,353529,49,324946
202308,대산,외국선,154,4153949,155,4202533
202308,대산,연안선,281,644307,283,664627
202308,동해.묵호,국적선,11,219998,7,146495
202308,동해.묵호,외국선,84,1161256,81,1128164
202308,동해.묵호,연안선,231,1062260,229,1103477
202308,마산,국적선,29,430008,31,436343
202308,마산,외국선,111,3352209,112,3475734
202308,마산,연안선,337,883668,332,871128
202308,목포,국적선,14,520833,13,515888
202308,목포,외국선,51,1841091,53,1991012
202308,목포,연안선,740,1484089,740,1685370
202308,보령,국적선,0,0,0,0
202308,보령,외국선,22,1820065,21,1751996
202308,보령,연안선,28,225631,31,227804
202308,부산,국적선,491,5444105,490,5078877
202308,부산,외국선,1456,51901227,1476,51457666
202308,부산,연안선,1645,1510781,1691,1594785
202308,삼척,국적선,0,0,0,0
202308,삼척,외국선,0,0,0,0
202308,삼척,연안선,106,409714,107,415961
202308,삼천포,국적선,1,48042,1,43956
202308,삼천포,외국선,14,836582,12,704103
202308,삼천포,연안선,57,65309,53,57560
202308,서귀포,국적선,0,0,0,0
202308,서귀포,외국선,1,171598,1,171598
202308,서귀포,연안선,70,38230,70,39919
202308,속초,국적선,0,0,0,0
202308,속초,외국선,0,0,1,784
202308,속초,연안선,7,6810,8,6849
202308,여수,국적선,14,223007,14,223007
202308,여수,외국선,228,9292848,233,9469845
202308,여수,연안선,487,281799,483,282889
202308,옥계,국적선,2,6039,2,6039
202308,옥계,외국선,9,90682,6,52721
202308,옥계,연안선,77,287240,76,282735
202308,옥포,국적선,7,99067,8,141053
202308,옥포,외국선,2,3475,8,751053
202308,옥포,연안선,161,232229,158,231310
202308,완도,국적선,0,0,0,0
202308,완도,외국선,2,895,2,895
202308,완도,연안선,161,1384098,164,1385244
202308,울산,국적선,229,2049907,219,1977467
202308,울산,외국선,633,13661742,641,14582395
202308,울산,연안선,1060,1587842,1065,1595857
202308,인천,국적선,87,1162806,91,1100196
202308,인천,외국선,518,12295493,513,12230888
202308,인천,연안선,611,1606755,611,1553119
202308,장승포,국적선,0,0,0,0
202308,장승포,외국선,0,0,0,0
202308,장승포,연안선,1,293,1,293
202308,장항,국적선,0,0,0,0
202308,장항,외국선,8,27654,5,13750
202308,장항,연안선,21,28571,22,31918
202308,제주,국적선,0,0,0,0
202308,제주,외국선,3,201201,2,176419
202308,제주,연안선,538,4836093,536,4836038
202308,진해,국적선,2,3090,2,3090
202308,진해,외국선,10,32771,12,77688
202308,진해,연안선,94,120255,100,125187
202308,태안,국적선,1,43956,1,43956
202308,태안,외국선,10,629319,8,486501
202308,태안,연안선,15,11199,15,11199
202308,통영,국적선,21,5045,22,5893
202308,통영,외국선,44,20813,44,20813
202308,통영,연안선,26,4644,27,4852
202308,평택.당진,국적선,65,1790131,65,1654720
202308,평택.당진,외국선,367,9955580,364,9663291
202308,평택.당진,연안선,282,661893,276,654892
202308,포항,국적선,45,247965,45,225259
202308,포항,외국선,177,4448334,179,4283213
202308,포항,연안선,260,610452,261,592632
202308,하동,국적선,0,0,0,0
202308,하동,외국선,5,451760,5,454645
202308,하동,연안선,7,7530,7,7530
202308,호산,국적선,1,38853,1,38853
202308,호산,외국선,8,670764,7,588468
202308,호산,연안선,17,19466,15,14694
202309,경인,국적선,0,0,0,0
202309,경인,외국선,4,21000,5,26250
202309,경인,연안선,33,43665,32,39171
202309,고현,국적선,14,65985,14,66827
202309,고현,외국선,0,0,1,165350
202309,고현,연안선,189,277235,192,277116
202309,광양,국적선,236,3359368,232,3396430
202309,광양,외국선,689,20433264,691,20461225
202309,광양,연안선,1048,2517505,1040,2537676
202309,군산,국적선,30,507875,31,513251
202309,군산,외국선,107,2213998,114,2321406
202309,군산,연안선,174,291165,173,275031
202309,기타,국적선,0,0,0,0
202309,기타,외국선,0,0,0,0
202309,기타,연안선,3,231887,99,500141
202309,대산,국적선,64,499388,59,381629
202309,대산,외국선,143,4278496,143,4219486
202309,대산,연안선,265,658253,275,705387
202309,동해.묵호,국적선,6,26267,5,112627
202309,동해.묵호,외국선,84,1240204,84,1080906
202309,동해.묵호,연안선,204,1081288,199,1038245
202309,마산,국적선,26,347712,26,350914
202309,마산,외국선,134,3942892,134,3907427
202309,마산,연안선,309,1129708,301,1112812
202309,목포,국적선,14,571098,16,627960
202309,목포,외국선,52,1733610,57,2186675
202309,목포,연안선,626,1404078,621,1282582
202309,보령,국적선,0,0,0,0
202309,보령,외국선,16,1296801,17,1420610
202309,보령,연안선,25,207105,24,206809
202309,부산,국적선,504,5307164,507,4922973
202309,부산,외국선,1455,52107627,1449,51429000
202309,부산,연안선,1568,1460193,1532,1432770
202309,삼척,국적선,0,0,0,0
202309,삼척,외국선,0,0,0,0
202309,삼척,연안선,109,457831,106,453214
202309,삼천포,국적선,0,0,1,48042
202309,삼천포,외국선,11,547788,12,587897
202309,삼천포,연안선,51,39295,55,52787
202309,서귀포,국적선,0,0,0,0
202309,서귀포,외국선,1,171598,1,171598
202309,서귀포,연안선,85,36611,84,32232
202309,속초,국적선,0,0,0,0
202309,속초,외국선,2,4263,2,4263
202309,속초,연안선,12,4491,12,4491
202309,여수,국적선,16,293638,14,290233
202309,여수,외국선,274,11453158,274,11737116
202309,여수,연안선,516,264306,518,266286
202309,옥계,국적선,5,50311,5,50311
202309,옥계,외국선,4,41010,6,75772
202309,옥계,연안선,73,274625,72,276307
202309,옥포,국적선,5,93083,5,93083
202309,옥포,외국선,4,9269,5,238645
202309,옥포,연안선,176,234055,176,233700
202309,완도,국적선,0,0,0,0
202309,완도,외국선,2,998,2,998
202309,완도,연안선,127,807562,128,830030
202309,울산,국적선,249,2404559,250,2422773
202309,울산,외국선,610,13943716,618,14609269
202309,울산,연안선,1083,1556679,1075,1529745
202309,인천,국적선,92,1231710,96,1246500
202309,인천,외국선,502,11921553,505,11848342
202309,인천,연안선,551,1507311,519,1393974
202309,장항,국적선,0,0,0,0
202309,장항,외국선,3,8734,6,22638
202309,장항,연안선,19,36907,19,36809
202309,제주,국적선,0,0,0,0
202309,제주,외국선,9,390815,10,415597
202309,제주,연안선,478,4081511,473,4035855
202309,진해,국적선,3,3056,3,3056
202309,진해,외국선,12,24546,13,38567
202309,진해,연안선,80,113940,72,100249
202309,태안,국적선,1,43956,1,43956
202309,태안,외국선,6,331048,9,567384
202309,태안,연안선,11,8205,11,8205
202309,통영,국적선,22,7846,21,8395
202309,통영,외국선,48,25671,48,25671
202309,통영,연안선,33,11055,33,10818
202309,평택.당진,국적선,66,1870146,73,2103755
202309,평택.당진,외국선,334,8708144,344,9271380
202309,평택.당진,연안선,279,645164,285,708048
202309,포항,국적선,56,314651,59,277658
202309,포항,외국선,153,3992198,160,3835977
202309,포항,연안선,221,540391,220,536759
202309,하동,국적선,0,0,0,0
202309,하동,외국선,4,290385,5,383350
202309,하동,연안선,6,5389,6,5389
202309,호산,국적선,1,92866,1,92866
202309,호산,외국선,5,374377,5,404504
202309,호산,연안선,17,146327,19,151099
202310,경인,국적선,0,0,0,0
202310,경인,외국선,10,28305,7,21346
202310,경인,연안선,40,49980,40,51958
202310,고현,국적선,25,184386,26,189316
202310,고현,외국선,0,0,3,389768
202310,고현,연안선,226,338432,227,334545
202310,광양,국적선,245,2901822,262,2972924
202310,광양,외국선,720,21237884,721,21173026
202310,광양,연안선,1052,2732030,1052,2706254
202310,군산,국적선,39,611206,38,606612
202310,군산,외국선,132,2908739,133,2998030
202310,군산,연안선,176,330944,182,337950
202310,기타,국적선,0,0,0,0
202310,기타,외국선,0,0,0,0
202310,기타,연안선,132,719676,5,5982
202310,대산,국적선,68,428133,59,462604
202310,대산,외국선,158,4570313,156,4391715
202310,대산,연안선,285,740468,296,782032
202310,동해.묵호,국적선,6,120597,4,111798
202310,동해.묵호,외국선,89,916987,89,1040834
202310,동해.묵호,연안선,189,1052912,202,1107543
202310,마산,국적선,31,637602,28,613402
202310,마산,외국선,124,3070176,128,3141188
202310,마산,연안선,335,831575,345,836976
202310,목포,국적선,7,252823,5,175935
202310,목포,외국선,75,2537236,69,2511370
202310,목포,연안선,612,1259078,628,1606771
202310,보령,국적선,0,0,0,0
202310,보령,외국선,17,1373881,17,1327242
202310,보령,연안선,26,166737,26,166737
202310,부산,국적선,502,5232544,494,5124847
202310,부산,외국선,1509,51451793,1508,51308681
202310,부산,연안선,1725,1605795,1748,1660584
202310,삼척,국적선,0,0,0,0
202310,삼척,외국선,0,0,0,0
202310,삼척,연안선,113,475911,113,468965
202310,삼천포,국적선,1,43956,1,43956
202310,삼천포,외국선,8,415902,8,415120
202310,삼천포,연안선,43,39918,42,37088
202310,서귀포,국적선,0,0,0,0
202310,서귀포,외국선,5,290181,5,290181
202310,서귀포,연안선,85,43222,86,48831
202310,속초,국적선,0,0,0,0
202310,속초,외국선,8,106337,7,89800
202310,속초,연안선,9,5634,9,5911
202310,여수,국적선,11,159195,12,158038
202310,여수,외국선,257,10765363,256,10470206
202310,여수,연안선,540,295951,544,292656
202310,옥계,국적선,5,29636,5,29636
202310,옥계,외국선,4,38945,5,42144
202310,옥계,연안선,76,322544,78,321246
202310,옥포,국적선,2,83972,2,83972
202310,옥포,외국선,8,30188,9,186374
202310,옥포,연안선,194,290548,197,289027
202310,완도,국적선,0,0,0,0
202310,완도,외국선,1,396,1,396
202310,완도,연안선,128,1416126,127,1396863
202310,울산,국적선,239,2033020,238,2065008
202310,울산,외국선,698,16540821,696,16414618
202310,울산,연안선,1153,1597491,1167,1778075
202310,인천,국적선,97,1466580,100,1508497
202310,인천,외국선,514,12401969,509,12409261
202310,인천,연안선,583,1551358,602,1570637
202310,장항,국적선,0,0,0,0
202310,장항,외국선,8,28145,7,22512
202310,장항,연안선,20,28327,19,27308
202310,제주,국적선,0,0,0,0
202310,제주,외국선,7,453749,7,453749
202310,제주,연안선,526,4844611,530,4888872
202310,진해,국적선,5,7069,5,7069
202310,진해,외국선,13,39971,13,40102
202310,진해,연안선,100,130053,108,142506
202310,태안,국적선,0,0,0,0
202310,태안,외국선,7,374201,7,374201
202310,태안,연안선,8,5528,8,5528
202310,통영,국적선,24,4448,25,4942
202310,통영,외국선,35,20788,35,20788
202310,통영,연안선,29,4958,32,4988
202310,평택.당진,국적선,79,1495479,74,1303131
202310,평택.당진,외국선,380,10776575,371,10255323
202310,평택.당진,연안선,304,726020,300,715929
202310,포항,국적선,67,861552,70,781249
202310,포항,외국선,178,3715657,183,4259850
202310,포항,연안선,279,599288,276,613435
202310,하동,국적선,0,0,0,0
202310,하동,외국선,3,227391,3,219420
202310,하동,연안선,4,2920,4,2920
202310,호산,국적선,1,38853,1,38853
202310,호산,외국선,7,589515,8,641203
202310,호산,연안선,6,5753,5,5671
202311,경인,국적선,0,0,0,0
202311,경인,외국선,8,31865,9,33302
202311,경인,연안선,23,38472,23,38472
202311,고현,국적선,23,151254,23,150234
202311,고현,외국선,1,5085,3,197281
202311,고현,연안선,204,293512,202,291281
202311,광양,국적선,241,3208164,242,3148663
202311,광양,외국선,661,20081459,657,20008078
202311,광양,연안선,959,2812277,960,2984567
202311,군산,국적선,35,605793,36,610387
202311,군산,외국선,118,2824658,115,2700203
202311,군산,연안선,152,301172,147,301863
202311,기타,국적선,0,0,0,0
202311,기타,외국선,0,0,0,0
202311,기타,연안선,16,349537,22,264744
202311,대산,국적선,59,469474,48,285646
202311,대산,외국선,177,5239443,172,5286495
202311,대산,연안선,290,708638,305,764984
202311,동해.묵호,국적선,7,82687,4,50016
202311,동해.묵호,외국선,90,871187,94,885397
202311,동해.묵호,연안선,221,1197271,218,1183767
202311,마산,국적선,35,738608,39,765032
202311,마산,외국선,117,3426811,116,3325282
202311,마산,연안선,341,711708,338,718662
202311,목포,국적선,10,462241,11,527141
202311,목포,외국선,55,1934304,59,2096912
202311,목포,연안선,599,1562190,595,1337232
202311,보령,국적선,0,0,0,0
202311,보령,외국선,17,1460442,15,1273084
202311,보령,연안선,31,114682,30,112999
202311,부산,국적선,479,5815453,486,5579152
202311,부산,외국선,1446,50896896,1444,50096125
202311,부산,연안선,1794,1716091,1800,1807975
202311,삼척,국적선,0,0,0,0
202311,삼척,외국선,0,0,0,0
202311,삼척,연안선,123,504029,122,507950
202311,삼천포,국적선,1,43956,1,43956
202311,삼천포,외국선,6,216938,7,310090
202311,삼천포,연안선,52,49131,53,49500
202311,서귀포,국적선,0,0,0,0
202311,서귀포,외국선,4,334356,4,334356
202311,서귀포,연안선,75,49657,77,52005
202311,속초,국적선,0,0,0,0
202311,속초,외국선,11,92786,12,109323
202311,속초,연안선,20,7235,20,7701
202311,여수,국적선,20,538281,18,345612
202311,여수,외국선,270,11927532,265,11990911
202311,여수,연안선,526,275277,519,268081
202311,옥계,국적선,6,33670,6,33670
202311,옥계,외국선,2,5839,2,5839
202311,옥계,연안선,71,294289,70,297564
202311,옥포,국적선,4,130974,4,130974
202311,옥포,외국선,3,19996,4,176669
202311,옥포,연안선,203,263440,206,266483
202311,완도,국적선,0,0,0,0
202311,완도,외국선,1,499,1,499
202311,완도,연안선,110,1265164,108,1263127
202311,울산,국적선,226,2240462,226,2208949
202311,울산,외국선,611,13718377,621,14528179
202311,울산,연안선,1130,1582934,1138,1655914
202311,인천,국적선,99,1731797,105,1821001
202311,인천,외국선,502,11677390,513,11950857
202311,인천,연안선,660,1745979,657,1703662
202311,장승포,국적선,0,0,0,0
202311,장승포,외국선,0,0,0,0
202311,장승포,연안선,1,2696,1,2696
202311,장항,국적선,0,0,0,0
202311,장항,외국선,8,30834,8,30844
202311,장항,연안선,14,29477,14,30815
202311,제주,국적선,0,0,0,0
202311,제주,외국선,8,507930,8,507930
202311,제주,연안선,476,4431301,481,4436911
202311,진해,국적선,0,0,0,0
202311,진해,외국선,13,28512,14,30951
202311,진해,연안선,119,141182,118,137373
202311,태안,국적선,1,43956,1,43956
202311,태안,외국선,10,479991,7,344390
202311,태안,연안선,14,6716,14,6716
202311,통영,국적선,35,10287,30,8607
202311,통영,외국선,48,19775,48,19775
202311,통영,연안선,37,15510,35,11608
202311,평택.당진,국적선,65,1173898,66,1283389
202311,평택.당진,외국선,360,10290133,355,10164214
202311,평택.당진,연안선,264,670859,254,653474
202311,포항,국적선,62,375413,60,521061
202311,포항,외국선,155,3407520,152,3051825
202311,포항,연안선,244,574547,242,556847
202311,하동,국적선,0,0,0,0
202311,하동,외국선,4,251332,3,222614
202311,하동,연안선,8,2777,8,2777
202311,호산,국적선,2,128809,2,128809
202311,호산,외국선,8,654434,8,658936
202311,호산,연안선,9,121035,9,121035
202312,경인,국적선,0,0,0,0
202312,경인,외국선,7,20477,7,24316
202312,경인,연안선,18,29062,18,28902
202312,고현,국적선,18,122955,21,138438
202312,고현,외국선,2,11282,5,352138
202312,고현,연안선,160,236884,170,250349
202312,광양,국적선,261,3449772,257,3525992
202312,광양,외국선,692,21191390,683,21219858
202312,광양,연안선,1054,2596264,1054,2424900
202312,군산,국적선,30,560061,30,560216
202312,군산,외국선,115,2437345,116,2508923
202312,군산,연안선,155,322921,160,302344
202312,기타,국적선,0,0,0,0
202312,기타,외국선,0,0,0,0
202312,기타,연안선,39,324044,29,444560
202312,대산,국적선,63,359832,55,442837
202312,대산,외국선,176,5394730,181,5636881
202312,대산,연안선,303,761754,312,823611
202312,동해.묵호,국적선,13,144678,9,145763
202312,동해.묵호,외국선,86,952427,84,1002771
202312,동해.묵호,연안선,191,976730,199,1027311
202312,마산,국적선,35,584926,36,583399
202312,마산,외국선,139,4846757,137,4733356
202312,마산,연안선,359,777140,353,760153
202312,목포,국적선,9,286222,10,288196
202312,목포,외국선,52,2112524,60,2442942
202312,목포,연안선,528,1330636,539,1446428
202312,보령,국적선,0,0,0,0
202312,보령,외국선,18,1399321,20,1624350
202312,보령,연안선,29,129153,31,131129
202312,부산,국적선,451,5291834,431,4662760
202312,부산,외국선,1396,50778097,1425,51779974
202312,부산,연안선,1745,1667686,1728,1654732
202312,삼척,국적선,0,0,0,0
202312,삼척,외국선,0,0,0,0
202312,삼척,연안선,104,446348,107,451829
202312,삼천포,국적선,2,91998,2,91998
202312,삼천포,외국선,12,535057,10,443462
202312,삼천포,연안선,50,47259,51,50372
202312,서귀포,국적선,0,0,0,0
202312,서귀포,외국선,3,291199,3,291199
202312,서귀포,연안선,82,63941,81,58217
202312,속초,국적선,0,0,0,0
202312,속초,외국선,10,118317,9,101780
202312,속초,연안선,7,2851,8,2928
202312,여수,국적선,24,507688,25,693835
202312,여수,외국선,320,11957737,317,11708664
202312,여수,연안선,572,298185,569,299927
202312,옥계,국적선,4,15464,2,8572
202312,옥계,외국선,4,68799,4,68799
202312,옥계,연안선,66,280229,68,282589
202312,옥포,국적선,6,131459,6,131459
202312,옥포,외국선,4,29968,9,490101
202312,옥포,연안선,173,221623,179,230658
202312,완도,국적선,0,0,0,0
202312,완도,외국선,1,499,1,499
202312,완도,연안선,90,1120901,92,1130193
202312,울산,국적선,228,2253433,235,2385866
202312,울산,외국선,624,14482865,627,14741333
202312,울산,연안선,1198,1652420,1196,1584683
202312,인천,국적선,90,1551760,89,1609722
202312,인천,외국선,527,12868589,536,12865169
202312,인천,연안선,649,1658256,629,1656264
202312,장항,국적선,0,0,0,0
202312,장항,외국선,6,21320,6,21947
202312,장항,연안선,12,33229,14,31807
202312,제주,국적선,0,0,0,0
202312,제주,외국선,7,574973,7,574973
202312,제주,연안선,453,4151508,447,4121105
202312,진해,국적선,0,0,0,0
202312,진해,외국선,10,26182,12,33688
202312,진해,연안선,92,151882,94,155881
202312,태안,국적선,1,43956,0,0
202312,태안,외국선,13,708813,14,693295
202312,태안,연안선,20,11800,20,11800
202312,통영,국적선,40,9506,39,7019
202312,통영,외국선,64,30236,64,30236
202312,통영,연안선,32,11589,39,20622
202312,평택.당진,국적선,55,1289513,55,1329317
202312,평택.당진,외국선,373,11629130,380,11733449
202312,평택.당진,연안선,290,713796,291,657032
202312,포항,국적선,52,287664,56,332343
202312,포항,외국선,152,3184999,150,3501921
202312,포항,연안선,230,522352,223,500117
202312,하동,국적선,0,0,0,0
202312,하동,외국선,6,307634,6,352487
202312,하동,연안선,11,5982,11,5982
202312,호산,국적선,1,38853,1,38853
202312,호산,외국선,11,1079521,9,965923
202312,호산,연안선,4,117911,4,117911
202401,경인,국적선,0,0,0,0
202401,경인,외국선,7,28751,8,30162
202401,경인,연안선,16,27164,18,30000
202401,고현,국적선,34,251950,35,257757
202401,고현,외국선,0,0,4,312430
202401,고현,연안선,196,254190,193,252141
202401,광양,국적선,248,3252290,261,3204488
202401,광양,외국선,715,22734409,716,22469513
202401,광양,연안선,1061,3375239,1051,3377927
202401,군산,국적선,33,513865,33,506705
202401,군산,외국선,108,2958631,109,2926455
202401,군산,연안선,142,306702,141,326214
202401,기타,국적선,0,0,0,0
202401,기타,외국선,0,0,0,0
202401,기타,연안선,48,268485,12,256495
202401,대산,국적선,53,363264,46,301554
202401,대산,외국선,185,5368305,174,5140090
202401,대산,연안선,302,751754,316,833088
202401,동해.묵호,국적선,8,132204,10,177644
202401,동해.묵호,외국선,76,779984,76,805156
202401,동해.묵호,연안선,187,1083657,187,1057619
202401,마산,국적선,33,586797,32,526211
202401,마산,외국선,119,4164525,119,4234893
202401,마산,연안선,350,855990,353,861906
202401,목포,국적선,6,180169,5,173326
202401,목포,외국선,58,1947528,60,2209624
202401,목포,연안선,648,1478117,650,1310142
202401,보령,국적선,0,0,0,0
202401,보령,외국선,19,1583191,20,1612571
202401,보령,연안선,31,189655,31,188367
202401,부산,국적선,472,5768480,494,5738637
202401,부산,외국선,1420,52145820,1413,51188833
202401,부산,연안선,1841,1660944,1845,1724710
202401,삼척,국적선,0,0,0,0
202401,삼척,외국선,0,0,0,0
202401,삼척,연안선,84,386069,84,383831
202401,삼천포,국적선,1,39052,1,39052
202401,삼천포,외국선,21,816577,21,821130
202401,삼천포,연안선,52,52474,49,46936
202401,서귀포,국적선,0,0,0,0
202401,서귀포,외국선,8,988444,8,988444
202401,서귀포,연안선,32,61256,31,55397
202401,속초,국적선,0,0,0,0
202401,속초,외국선,8,68966,8,84653
202401,속초,연안선,10,3614,11,3643
202401,여수,국적선,23,435688,25,296513
202401,여수,외국선,339,11112546,344,11619016
202401,여수,연안선,550,305512,555,293562
202401,옥계,국적선,6,45320,8,52212
202401,옥계,외국선,0,0,0,0
202401,옥계,연안선,65,264915,65,268027
202401,옥포,국적선,4,127801,5,132817
202401,옥포,외국선,5,27858,5,27858
202401,옥포,연안선,191,279267,194,284438
202401,완도,국적선,0,0,0,0
202401,완도,외국선,1,499,1,499
202401,완도,연안선,96,1097382,99,1100670
202401,울산,국적선,219,1533727,208,1476287
202401,울산,외국선,612,15479195,620,15610423
202401,울산,연안선,1238,1660554,1234,1631764
202401,인천,국적선,87,1482708,91,1498875
202401,인천,외국선,537,13218660,519,12750577
202401,인천,연안선,562,1571468,570,1569345
202401,장항,국적선,0,0,0,0
202401,장항,외국선,4,16081,5,21077
202401,장항,연안선,17,26707,17,28178
202401,제주,국적선,0,0,0,0
202401,제주,외국선,6,391957,6,391957
202401,제주,연안선,498,4469364,503,4498168
202401,진해,국적선,3,3476,4,5021
202401,진해,외국선,11,50346,11,41516
202401,진해,연안선,141,245793,146,256158
202401,태안,국적선,1,43956,1,43956
202401,태안,외국선,9,517328,9,535549
202401,태안,연안선,11,8242,11,8242
202401,통영,국적선,31,13212,29,15541
202401,통영,외국선,57,24033,57,24033
202401,통영,연안선,36,16241,35,12585
202401,평택.당진,국적선,56,1061357,54,893647
202401,평택.당진,외국선,391,11166321,389,11218452
202401,평택.당진,연안선,290,657293,291,686564
202401,포항,국적선,57,405925,62,325621
202401,포항,외국선,137,3586745,143,3500967
202401,포항,연안선,226,528788,229,540719
202401,하동,국적선,0,0,0,0
202401,하동,외국선,7,403075,7,402943
202401,하동,연안선,6,6522,6,6522
202401,호산,국적선,1,38853,0,0
202401,호산,외국선,7,713606,10,867434
